semi_major_axis_pc,eccentricity,inclination_deg,longitude_of_ascending_node_deg,argument_of_periapsis_deg,true_anomaly_deg,orbital_period_yr
-0.0034254103046381166,20.826988476515176,65.9753828186092,147.53884399555304,353.6403691281335,357.16607915408173,
-0.01044718045807472,2.0273955999112894,64.20262133154667,146.89734872626602,225.83584527412208,264.59595950338814,
0.00234592097848502,0.9989593102316916,66.46707608741018,146.56233903933608,166.12434144843002,179.33696174410878,0.0038968326988281354
-0.0028166065471396224,1.7141634198193327,114.29532112198466,326.62936689775097,309.64816808429464,260.12295913241,
0.18401745425821778,0.9741771442543289,113.8201323260347,326.6305933002557,134.7383485718828,110.67104693033247,3.8982176506216852
0.006851673336335397,0.8105539174092125,65.48852134001191,146.50849275370015,205.62492174706756,187.03553581918234,0.02709059888233376
0.027369296224846084,0.8128621370251364,113.98168124953936,326.0047007757057,242.58736512779382,248.66683230323025,0.4290566747221809
0.015835609876954666,0.2894802875165428,66.01284261204987,146.16064645730643,45.22271625431451,19.097034499792088,0.14308261052595392
-0.007311327311791243,2.3817110544762876,65.75702262386667,145.90363157312964,12.328992065483572,351.64701783697416,
-0.00027614555760353105,30.039094863798276,114.15693337046764,326.0582322231058,57.10512288967176,62.34718797420363,
