semi_major_axis_pc,eccentricity,inclination_deg,longitude_of_ascending_node_deg,argument_of_periapsis_deg,true_anomaly_deg,orbital_period_yr
-0.0012783983515952941,54.1642230486155,17.002095362142366,172.61212762934898,331.7756968973165,358.28628585161016,
-0.0001147337298379522,348.54918995297,125.12253311385813,78.39279598131313,129.94895302984196,353.1345555431241,
0.003993989580456581,0.3792298018463344,151.01418563010796,115.37862412292266,205.45562991430847,126.18853594590355,0.008656694348346422
-0.0015006839042353305,4.129065703447344,60.05823732861385,296.388289956831,270.68339335843535,300.8010547163981,
-0.00034449744692489627,41.88050870955667,115.25687482213803,60.2020680261963,283.0488824894507,10.057958642187684,
-0.00033912589203735866,36.41421731039981,37.46700686049109,28.74583608211447,128.33139343963487,357.8451953948488,
-0.00011649718792293633,113.76594782353723,55.2510091702006,31.836112256852537,128.13433436111575,355.1470549300264,
0.0482099839615565,0.764795798038542,81.97733693087135,174.57299207098092,47.84772460289255,8.40868188890365,0.7600464671837862
-2.963883263936717e-06,3435.0525998554804,22.762427966043898,336.22225571934473,170.7821744737963,359.8131198348822,
-0.00019235705501129667,59.74094159170639,83.55954143171108,10.483523333854713,79.20367992221657,47.70853697117619,
