source_id,mass,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error
66507469798631936,5.001,57.491466437571034,0.033304589372046334,23.848499853962682,0.019122048658464327,7.363170860396673,0.03338608094449201,21.02135148248194,0.038176767681478464,-48.13367245753421,0.0250511328747063,4.687574840513177,0.5016425449948481
68364544933829376,0.6,55.520198909897815,0.043931190284819066,24.713418513921404,0.03685388576836877,7.487409837309426,0.055183629722214626,21.7292413992153,0.0666393042346964,-45.293407459209504,0.059256170447338274,12.071892680349452,4.751178237331276
64956123313498368,5.001,56.452669343604306,0.018191807645413866,23.147771696928512,0.012232690715145262,7.4067361899830875,0.018275640423652612,19.030893279179868,0.02470908708636277,-45.463275605769226,0.014920371730006298,5.29142699858958,0.21227261225375835
66733552578791296,0.75,56.657712332555356,0.0619848662609322,24.34374371336156,0.041006436942149005,7.403738067088272,0.060296958894412084,22.38238728467607,0.11162661249885383,-45.51655285315726,0.06231477940391992,6.960689171840221,3.1428406546248797
65207709611941376,2.6,56.85056379294029,0.029532580302478573,23.915246996047763,0.022420667913223755,7.221183783017454,0.03580583982570776,20.04862992595428,0.04299023288250136,-44.129799353662925,0.029702141410592377,-1.5241618892364786,2.426270150799943
66798496781121792,3.397,56.47719629065655,0.0732908884311463,24.551208490882765,0.05085660783826426,7.30348376401989,0.08637370691719813,20.33163511473824,0.09462057046987235,-46.013908734422216,0.06077645256150954,11.756056589826567,0.5711211415377078
65241313435901568,0.549,56.133925875176715,0.03705890345829568,23.874283444453475,0.028040950410688634,7.365840349595002,0.038533858688844895,19.58249196777195,0.04637823363748584,-45.42803278619514,0.03619537411188069,16.33264585678267,13.343355548663025
65247704349267584,0.971,56.0537164220479,0.01618730914517838,24.031373288525337,0.012069210499017663,7.5945645232070245,0.02042694668743802,21.40424584776763,0.02306662985762352,-45.884287129092755,0.015033213668425065,4.144967032371762,0.5235024674616825
65266494828710400,0.557,55.90249452244696,0.06937685863600325,24.226303332025658,0.057231841977395816,7.313981133809946,0.07946213365839298,20.32657175095976,0.08620558963342914,-46.51241848841212,0.0662024305267007,-0.8373153467650518,7.962459462105169
65272817023559040,0.75,56.09785316463105,0.034136269128770554,24.132501291882214,0.024036763937756958,7.255866785447171,0.03938918769432014,20.320969860252628,0.04024282199358664,-47.789202230916445,0.02873655426063969,10.145180066137295,6.632449256916871
