source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,mass,mass_error
66798526845337344,56.480530157119844,0.022197903312399347,24.555394749291004,0.014758462900518304,7.355736546578706,0.024020681363164466,19.53246611861986,0.032506668414959264,-45.55088628453094,0.01975313971913893,4.674864368430055,4.8642230192966585,0.579645247657839,0.010125711215294748
64956123313498368,56.45417513705054,0.019013210705215815,23.14779191461639,0.01226968081365419,7.4077496652368255,0.01818940044269165,19.028538888763798,0.023592365815712446,-45.463380159449805,0.01522531261058272,5.293785225259281,0.21913662640468068,1.1294591692871518,0.028498338498051723
65207709613871744,56.847884903683074,0.04483227946712407,23.91655223283359,0.03558464530360625,7.1859498290987265,0.05445825012713522,19.608510607186783,0.05931122604910389,-46.33629198321135,0.040675044449434254,5.37007407895805,0.5823686378264187,1.0927357482677393,0.03267259838976303
65272817023559040,56.09499020702181,0.029692525958213686,24.129469514398277,0.023050018133918434,7.24898187514467,0.03634616887510726,20.32315863832439,0.03859716338205569,-47.78215681417805,0.031121944801578948,10.449482562100673,7.029926577907101,0.5591402289935165,0.010539985419440257
66507469798632320,57.50981603738408,0.24540062080429714,23.849509206016325,0.13646694015563562,7.629821984200272,0.24136735296581144,21.52866837372651,0.2661022661925481,-43.568121959498036,0.18053196476903496,0.5815434160971531,2.5261966288942364,1.102201492376392,0.029052113688467655
65248460263511552,56.071761371276935,0.10705437573572488,24.041065136289397,0.09336607499426652,7.3741636106099175,0.13774237388568508,20.152351012031126,0.11890620665916338,-45.15902423203895,0.09956700386111657,4.637589220688218,1.2777870479836997,0.8190595415211689,0.019728261683461014
65163797866480768,56.35749153151598,7.883845254803317e-05,23.429462595504237,7.719927950190517e-05,5.70073696641983,8.719160526315544e-05,17.33695709099857,0.00010376356475171394,-37.249774904226,0.00010320183374235309,100.35092693624152,9.677074221626083e-05,0.4200201903083599,0.0001384209046123695
66733556873061120,56.64714961272428,0.08012789608375809,24.346030912116532,0.0560344872827573,7.29202361897743,0.07481991387051322,16.350362376946954,0.14570106961122087,-44.763132161594086,0.09097730560256183,3.9904960688950935,1.732418873008281,0.7085513592438053,0.02069174355059055
66474450090139008,58.301329409402754,0.03574571922656681,23.929713538580888,0.021399494968981445,8.455221071952437,0.037197158343747413,12.057862707157883,0.041757570416869005,-46.304860862089086,0.02825387772919485,13.84787633273532,6.011724769357839,0.4501719091258803,0.020066135540085035
68364544933829376,55.51262442062521,0.04422430162881145,24.708832296509396,0.03537048363211093,7.480270581501548,0.0584811610171405,21.7173533067881,0.06792207798986982,-45.2958753867898,0.06222815112603733,11.509912483266357,4.373608472207772,0.6005119267868374,0.018444810985237356
65266499126062080,55.89497239995906,0.0973989378089408,24.22499712867954,0.07520046982718437,7.7116837130244305,0.11726302030044142,19.57794262163851,0.1219127567872062,-42.110132931339685,0.08790735687390165,-91.30152605948619,5.083604718392795,0.539447944335785,0.009865832899043431
65241313437941504,56.13067123486387,0.03460764850601556,23.87326369667968,0.026151602622645,7.356800782035684,0.03863534637044411,19.6051943701401,0.049828309528326536,-46.53679914225702,0.039461847633590695,10.008379614721203,5.6914213407198275,0.5403713100147935,0.009638417414360025
