source_id,ref_epoch,ra,dec,ra_error,dec_error,ra_dec_corr,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,has_epoch_rv,ipd_frac_multi_peak,ipd_gof_harmonic_amplitude,astrometric_chi2_al,astrometric_n_good_obs_al,ruwe,duplicated_source,mass
65207709613871744,2016.0,56.849928429173104,23.914271006001808,0.04690037,0.03655609,0.10493942,7.185575669070407,0.053416234,19.60591854512209,0.060044825,-46.32969547460584,0.0443024,9.739319,10.072752,9.239894,0.8328581,5.368229,0.5776826,False,0,0.07744167,5667.2197,245,3.3770366,False,1.163
65208396808627840,2016.0,56.92276375783222,23.97172758846156,0.015220218,0.011431539,0.19145988,7.3675798561772385,0.01742896,20.52465570040364,0.020008793,-45.03220218366824,0.013694794,13.007188,13.72062,12.173166,1.5474539,0.8130637,5.5182214,False,0,0.02692224,372.56766,254,1.0548341,False,0.7
66789872486779520,2016.0,56.747585269534376,24.51991333978582,0.032808483,0.022709554,0.105592154,7.271150194177561,0.035358343,22.27184551476769,0.04342187,-47.52140397943802,0.028225876,6.8028107,6.802068,6.7674193,0.034648895,9.996511,0.9524543,False,0,0.011637238,1363.2704,206,0.92515117,False,2.6
65211145587780992,2016.0,56.64972601817595,23.966825124571223,0.018354148,0.012324204,-0.02852219,7.232270978962829,0.021978041,19.293091542047552,0.021973943,-44.06839315224453,0.016105747,13.736212,14.64295,12.7896185,1.8533316,12.356402,3.281551,False,0,0.03142256,234.53694,239,1.0316483,False,0.6
66791246876452736,2016.0,56.85035863628863,24.588227280103567,0.17192604,0.12996577,0.18473114,7.829002680212958,0.18960164,6.910699969590855,0.23314591,-55.738801587360754,0.16865003,7.632523,7.730099,7.424791,0.30530834,,,False,0,0.060959075,25694.754,250,5.7137284,True,1.759
65212107660378880,2016.0,56.767658409458,23.995012914402537,0.023567688,0.018308666,0.26243266,7.401981307676885,0.027329711,21.32317472970832,0.03173103,-45.43698205824119,0.023802638,8.332108,8.471214,8.059982,0.411232,7.009739,0.44005328,False,0,0.018059863,430.44006,202,0.8982019,True,1.663
65212691773969280,2016.0,56.82547570016037,24.03643638599481,0.09109656,0.08662287,0.76955163,7.272169990979735,0.070744686,21.437427455270196,0.13300417,-44.72954897209159,0.119677596,14.673646,,,,,,False,5,0.0064808447,485.23523,128,1.0385517,False,5.001
65212691775922048,2016.0,56.8257781580884,24.0362180652762,0.07639606,0.06386818,0.51375544,7.340276386730736,0.076809995,22.03232056608309,0.09045101,-44.73567467390483,0.07611573,13.563175,14.2623625,12.399113,1.8632498,-15.318983,4.0302744,False,12,0.053210165,3643.7544,170,3.3618445,False,0.6
66793583338514816,2016.0,56.70512196594524,24.599825599962905,0.020832783,0.013460011,-0.097975224,7.386768646636278,0.02061157,19.35215923091256,0.027618961,-44.34839052032413,0.018127594,14.310514,15.417697,13.269692,2.1480045,14.1499405,5.250376,False,0,0.0087461565,297.95245,253,1.1212512,False,0.549
65214409762926720,2016.0,56.454022199513645,23.852686378846503,0.015087702,0.010513247,-0.03376139,7.4607736871596835,0.016927756,21.187427183234853,0.018791787,-45.39186369950472,0.013739385,13.566717,14.430969,12.650938,1.7800312,6.5987654,2.87864,False,0,0.033381294,240.2597,265,0.9892889,False,0.625
65214856439472640,2016.0,56.46044167389074,23.873754046000364,0.01278215,0.008991534,-0.09482416,7.212553394372475,0.014310282,19.875287535982068,0.015670028,-44.65217552603711,0.011228337,13.134053,13.93304,12.255639,1.6774006,3.1588092,2.3216026,False,0,0.057315715,279.41376,280,1.0177566,False,0.667
65221487868870784,2016.0,56.46524526083272,24.03867637774549,0.028507637,0.021268874,-0.008001444,7.295877939593721,0.034636375,19.8061014454413,0.036550045,-45.00296374339572,0.025210094,7.8336287,7.920607,7.654846,0.2657609,6.8758893,0.60486364,False,0,0.029262794,1506.7638,268,1.3362249,True,1.759
66798496781121792,2016.0,56.47708455753871,24.55430537374798,0.07268643,0.04780104,-0.18655585,7.305275363980725,0.0838769,20.33140314206862,0.094874665,-46.022054798281474,0.06275386,5.752026,5.729278,5.752268,-0.02298975,11.792832,0.5999517,False,0,0.03964747,2169.6272,128,0.8798977,False,3.397
66798526845337344,2016.0,56.47976397387461,24.554604059172803,0.023090687,0.014974199,0.088512674,7.3551891416930175,0.024002949,19.533204676406434,0.03228313,-45.55090168896121,0.019224782,13.832768,14.5977125,12.832641,1.7650719,4.2994475,5.2536798,False,0,0.03766439,295.18314,191,1.2913687,False,0.625
65222209423382912,2016.0,56.35902804607377,24.034944470308897,0.045457937,0.03411715,-0.064932935,7.460537484916678,0.050679006,23.807219063224075,0.053920865,-48.99785677095743,0.041182294,8.016329,8.119099,7.80699,0.31210852,4.2908998,1.0206637,False,0,0.03952821,2049.2844,243,1.6836591,True,1.759
65222518661019520,2016.0,56.43373928124347,24.073923595288683,0.016692346,0.012819437,0.0027930955,7.32594365757548,0.01919131,19.954843057789,0.022238605,-43.35273923240335,0.015212085,13.691072,14.590597,12.760758,1.8298388,9.706771,3.4502966,False,0,0.03261613,270.99796,235,1.1184418,False,0.614
65222759179728640,2016.0,56.39758231507854,24.08301110684446,0.019545456,0.014346501,-0.15576264,7.29980221203513,0.021675875,18.42957215998396,0.021544913,-45.20699962860034,0.015381121,9.984646,10.313002,9.486859,0.8261423,8.721868,1.3659343,False,0,0.0040565124,808.9509,239,1.0200727,False,1.163
66799763794633856,2016.0,56.527189243760176,24.56722164752902,0.01425678,0.009148971,-0.024763508,7.359134122682988,0.014687185,19.74939422977356,0.020438882,-46.62428769429713,0.012173225,12.414279,13.013465,11.6745825,1.3388824,4.7152,1.7373779,False,0,0.028006,222.6409,178,0.9501909,False,0.77
